Ticker,Description,Total Shares Outstanding,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Total Revenue (FY),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),EBITDA (TTM),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Income (FY),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Total Debt (MRQ),Market Capitalization,Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Sector
PODC,"PodcastOne, Inc.",22860736,23.84445221,,,55.69453588,,,,,,,,94.33045356,,,95.04132231,,,,,-4.47588289,-1.48731409,,5630000,62867025.19379845,83.95904437,,,13.8996139,19.25023897,16.20820637,,,,,0.51379958,Technology Services
FDMT,"4D Molecular Therapeutics, Inc.",42053000,-19.79865772,-82.6532875,3129000,-6.73249551,-105.00066587,-751000,-24.00127836,-7.01888897,-55.39062843,-112350000,-3516.52285075,11.85396463,-29.19744926,-3.3227,-3.25639774,-50.72703563,-107494000,-3435.41067434,-25.92485721,44.45600993,-0.33794555,-1.96984436,15630000,437140761.3949794,19.86303775,-26.73735177,-3128.69926494,10.28585559,6.61368061,9.25776411,-0.577812,-33.98271998,-37.26794956,-35.66115372,23.11266274,Health Technology
OPGN,"OpGen, Inc.",8899520,-19.41082321,-39.45020368,2607293,-194.60313343,-156.03097731,-816698,-31.32359884,-1.3829386,-0.92052298,-19940620,-852.18166888,25.56450969,33.28702369,-15.2702,-1.58142371,-7.11814486,-37283233,-1429.9594637,-63.98158538,-15.37606811,-8.93038697,-41.13432705,12697909,10590434.75,3.27145356,10.3244741,-806.98525252,26.41509434,39.63716073,106.070172,-0.43,-101.63063031,-211.58221284,-164.72339224,0.44253727,Commercial Services
NEPH,"Nephros, Inc.",10484900,-4.11144171,-2.36860135,9975000,-1.56402737,-17.41468843,4453000,44.64160401,-86.66666667,-37.42241694,-2164000,-43.45864662,-41.41414141,-74.85365854,-0.7169,-41.50326797,-79.74190407,-7382000,-45.64411028,-37.68271955,-4.95103871,-7.94844253,9.3,857000,19485197.6288,-17.63085399,-168.32740214,-30.23558897,7.33898305,6.39760264,7.27794394,-0.065,-22.53443309,-31.94226896,-30.41926376,4.83542189,Health Technology
LMFA,"LM Funding America, Inc.",14651900,38.12946344,-88.64013545,1671809,-87.57193373,-100.22775037,-32947,-1.97073948,29.59211931,-552.69308644,-33807470,-1276.68411882,16.11570248,-472.21852099,-2.2348,15.5421723,-714.39087262,-29240201,-1749.01564712,-14.35387651,-8.24456115,-35.6709946,308.33926323,365547,6515692.39451074,-81.54769891,-98.45746207,-703.38178584,12.25,9.18645309,13.57388992,-0.24,-64.62377986,-68.2587039,-68.01691828,,Commercial Services
FGI,FGI Industries Ltd.,9500000,7.46494052,-11.11583353,161718543,11.1713396,-2.08642643,31333026,19.37503605,1810.72632547,-33.71485345,3408440,3.14866675,,-53.44869022,0.3874,,-53.45359096,3679920,2.275509,-12.70256075,9.80247012,-2.83388642,-16.06673608,23542126,13300000,,,0.81144684,5.92592593,4.28761873,3.69813583,0.045,2.61531883,7.93543679,5.41133324,1.24577827,Producer Manufacturing
MODD,"Modular Medical, Inc.",21095200,,,0,27.11257231,-80.50182561,-355446,,-6.84393091,8.191871,-13684130,,32.98589822,53.39422726,-1.2756,-4.64111486,25.51326129,-13878936,,-26.41763333,88.6201825,-6.87235429,736.0789767,1439000,22360909.88,5.9023649,-20.70312159,,12.24489796,7.870099,12.8869427,-0.215,-100.45144338,-112.90784461,-108.15045959,10.13366337,Health Technology
ABVC,"ABVC BioPharma, Inc.",3951390,-95.23746414,172.56637914,969783,-208.6589864,94.72511056,659569,68.01201918,-15.11562413,-29.04597066,-10922470,-1558.53546618,-24.06601378,-1.20985052,-5.1866,-24.11675198,-27.9186713,-16423239,-1693.496277,-29.74233291,-13.82602991,-0.92982546,5.2908391,6160871,3661355.70784717,53.7016374,-6.30445089,-799.96762162,5.89820706,14.11344112,8.97827483,-0.4,-98.06336217,-217.01180455,-153.24792213,0.36876364,Health Technology
RDZN,"Roadzen, Inc.",20010000,,,0,,,0,,-4.12721396,-780.65769146,-5797740,,-72.22222222,,0.0393,-71.70670038,,983439,,0.92799913,1.70171769,159.9825641,,2534830,287897843.0054054,45.19527142,-2275.8138606,,8.94308943,18.62287054,4.97077063,,0.64704311,0.68063276,0.68063276,0.03246816,Technology Services
COEP,"Coeptis Therapeutics Holdings, Inc.",25141000,,-100,0,0,-168.89072079,-1001384,,46.03866722,-144.10435842,,,63.5783563,-113.30952767,-2.6284,60.43550505,-179.37716368,-37574217,,16.99948386,20.42015207,20.02701199,-58.19558108,2035999,31423778.26949153,-12.94175616,13.66829716,,9.24369748,11.05772746,7.4049156,-0.01,-255.96442472,-327.2124653,-324.45485412,1.51054737,Health Technology
AYTU,"Aytu BioPharma, Inc.",5530030,35.18673294,11.09973208,107399000,50.44608055,33.17254894,61844000,57.58340394,,87.43069714,-3291000,-11.47962272,69.3115942,99.6550802,-5.1052,65.875,84.32509951,-17051000,-15.8763117,0.15840376,-6.36819367,-27.06395628,-16.28559637,30426000,18390105.02149681,,81.88599382,-4.86131156,17.30008714,12.10384581,11.43992525,-0.04,-12.37983911,-39.9091856,-25.40640412,0.88150402,Health Technology
HOUR,"Hour Loop, Inc.",35070776,6.40717701,52.77199692,95930091,18.11461087,40.73319887,48987321,51.06564634,50.60000678,-133.61487597,-2832590,-2.00078826,37.5,-129.36673626,-0.0422,37.71530159,-130.88823404,-1477623,-1.54031231,36.74862256,3.92492152,-3.34995474,4.1639804,5095892,51203363.76811595,93.17905195,-249.29886407,-12.15411127,6.56934307,4.38089779,3.85913862,,-13.57453116,-41.41667768,-30.48482103,0.22693143,Retail Trade
ADVM,"Adverum Biotechnologies, Inc.",100993000,-100,-100,0,-1312.22030981,-328.65148862,-6528000,,4.40117561,-5.74657798,-124719000,,-7.9392475,-4.88379926,-1.557,-8.44575991,-6.18111859,-154536000,,-29.87194327,-12.39145502,-6.61899542,3.69730276,91152000,100387052.79054917,-4.15588018,-5.74982921,,16.0989011,10.91825796,11.93203983,-0.31626,-43.29541325,-71.1117388,-49.39895525,3.30524732,Health Technology
ECOR,"electroCore, Inc.",5998770,27.73381295,57.61690287,8592000,27.73471146,71.56113501,6976000,81.19180633,19.23945129,-13.29413452,-21555000,-266.22439479,16.57235247,-7.3801668,-4.6865,16.43088461,-28.71361308,-22162000,-257.93761639,-42.03162836,-22.28415301,-2.63929619,-8.1309981,664000,34073030.62942272,42.06743111,-21.50720815,-193.00512104,8.09792844,10.05948066,9.62802303,-0.696667,-92.2918894,-128.59187429,-124.07282155,1.37429658,Health Technology
NVOS,"Novo Integrated Sciences, Inc.",168119000,28.80584422,26.14309871,11737937,65.11743631,-5.3687627,2103025,17.91647885,36.97707778,-244.34417375,,-81.66769851,82.13058419,-526.31871183,-1.128,67.59976241,-636.17509688,-32849215,-279.85509719,-34.03167528,-2.03974215,5.49543014,-1.70506641,4577529,49603448.68398423,0.22650186,-374.27757174,-51.74938322,13.91608392,23.5545095,13.00876636,,,,,0.49271704,Health Services
GTBP,"GT Biopharma, Inc.",40639700,,,0,,,0,,1.2005457,63.19628739,-20087000,,-755.17241379,68.19549602,-0.6553,-777.53303965,64.00117215,-20884000,,-47.97475831,-9.66842577,-18.36734694,461.29032258,120000,10310288.71875,33.72698854,3.04370114,,9.95833333,8.99878093,10.97296624,-0.085,-69.40492508,-107.95868103,-107.48453684,3.72104068,Health Technology
MDIA,Mediaco Holding Inc.,20402700,64.68984322,-7.50593141,38595000,,-58.92337536,5082000,13.16750874,,-78.17496229,,-3.5781837,62.60311641,-17.79411765,-1.4418,80.01898434,-162.43012167,-15961000,-25.3789351,-30.16157747,-3.60434512,0.67634444,-71.96489049,48824000,19361957.74647888,-484.37225637,-16.11258028,11.50667185,8,4.91818666,2.33732237,,,,,3.05097807,Consumer Services
EXPR,"Express, Inc.",3745230,13.59061935,-0.32690013,1864182000,63.06334551,-4.96412501,530744000,28.4706107,58.0997547,-106.62923031,-122975000,-3.53651092,40.69222256,,85.0978,40.00027238,,293834000,15.76208761,9.2723769,7.2639379,7.1478936,-16.8005288,841861000,33504793.67603306,,-474.397993,-10.96754501,12.5,7.02024428,9.25735201,-7.18,13.86079018,195.49737599,24.32532194,0.23652313,Retail Trade
FYBR,"Frontier Communications Parent, Inc.",245759000,0.625,-9.73327094,5787000000,-0.17605634,-13.27874689,2436000000,42.0943494,2.49480249,-21.33557329,1902000000,11.94055642,-166.39344262,-91.13097352,1.798,-166.66666667,-91.09989909,441000000,7.62052877,12.87931839,-1.27848232,-0.10148163,18.63960917,9844000000,4663276898.288815,-2.09150327,-47.24669604,-23.10350786,6.19469027,5.26243619,5.88505052,-0.029864,1.48446954,5.52663196,1.90693336,0.85195936,Communications
ENSC,"Ensysce Biosciences, Inc.",2863690,-44.91416939,-28.54033432,2523383,,,,,,,,-959.90561084,88.59649123,60.80018891,-139.44,60.22798641,13.74726561,-25085496,-994.12162165,-64.15345742,-33.47786901,,-74.97657395,,4898628.32518519,,,,7.73809524,9.87066257,13.33361035,-1.056667,-312.78281192,-4113.17370781,,,Health Technology
NVD,GraniteShares 1.5x Short NVDA Daily ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27479264,4.27078656,4.72310048,,,,,,Miscellaneous
CORR,"CorEnergy Infrastructure Trust, Inc.",15353800,21.5110456,4.30316682,133647607,-3.23242807,-5.0821897,44446622,33.256579,-33.80980169,8.85147176,25408700,16.46679989,2.31356141,-39.72211273,-1.4179,0.82261204,-136.14324258,-12756517,-9.54488994,-2.49670608,-0.37572357,1.52161799,-0.03741466,225316414,11098015,,,11.96123175,9.1375,10.92754302,8.19110848,,-4.91400045,-19.14956337,-8.29426788,,Finance
SNTI,"Senti Biosciences, Inc.",44545200,-27.13841369,55.23361101,4286000,-176.75070028,,366000,8.5394307,2.54430045,-78.19478577,-72455000,-1647.90013999,0.58851224,88.26328895,-2.2294,0.13353274,-5.22605253,-58210000,-1358.14279048,86.95787057,-11.02369521,0.39380415,63.17363952,38240000,15158728.82074303,26.15118389,-131.54888451,-2109.16938871,9.17030568,15.96750549,10.20862357,-0.44203,-41.77495433,-57.42881891,-45.68363628,6.08977556,Health Technology
GTHX,"G1 Therapeutics, Inc.",51745600,227.45249498,62.98449612,51301000,256.8207539,61.41547862,47553000,92.69409953,,4.46516607,-66126999.99999999,-265.44901659,,4.37093582,-3.3824,,0.53453947,-147559000,-287.63376932,-26.02540792,-8.68502133,-32.43334662,0.85485522,55931000,67010525.67886179,,2.25724407,-251.70269585,8.8716832,8.68253867,8.13177968,-0.34065,-46.48325716,-125.62220984,-59.36987326,3.68117481,Health Technology
BCEL,"Atreca, Inc.",32580200,-22.82608696,-9.51821387,770000,-1.34474328,-70.61367937,-6311000,-819.61038961,8.93409771,13.78238737,-78659000,-12665.58441558,8.82024563,14.7135549,-2.5174,8.6815802,11.13092951,-97157000,-12617.79220779,-22.50708548,-14.3997441,-1.41318657,,62158000,10963488.19245283,-24.93794715,18.32204979,-10184.28571429,19.74248927,18.34714087,37.50315283,-0.375714,-55.31237435,-105.83135786,-60.33741883,3.49462813,Health Technology
SCWX,SecureWorks Corp.,16235300,-1.51385137,-13.40379736,463475000,-2.50518211,-15.02332283,258324000,55.73633961,36.32662557,-2994.15308292,-93937000,-28.60089541,-3.64137931,-182.72556783,-1.3568,-4.48498547,-187.75099897,-114499000,-24.70446087,-14.83153078,-4.52910086,-10.52154195,3.51532397,9865000,556217757.6019577,34.80570995,-389.34977578,-12.80824208,7.59075908,4.18567729,5.06854307,-0.0686,-16.05479415,-23.65171757,-23.1477619,0.66683656,Technology Services
NCPL,Netcapital Inc.,9434130,-51.19470781,54.97611222,8493985,-78.2749196,190.38039673,4666050,54.93357947,-155.0968767,,1516190,25.61187711,-141.91082803,-50.43539656,0.6318,-148.63739516,-15.65729421,2954972,34.7889948,31.67318335,3.86020423,-12.56676543,-32.77492744,2435124,3867993.79805228,-21.74903741,-53.56523995,-54.35846661,8.53126026,7.85428296,7.90953513,0.01,6.18204324,7.04197206,6.94090119,0.63334615,Commercial Services
BOTJ,"Bank of the James Financial Group, Inc.",4543340,7.46120832,11.40538125,44883000,,,,,,,,24.75324733,29.77188082,19.30680681,1.907,27.72177419,18.05244433,8959000,19.96078693,-5.98025179,0.29479982,-0.68785928,-2.62745625,20213000,45796847.25000001,-44.36119874,,8.15453512,6.3190837,3.63939875,5.91305956,,0.94699061,17.05987742,12.30589244,,Finance
WGS,GeneDx Holdings Corp.,25773300,12.90479612,10.60298311,234694000,34.34413688,-125.0915073,-54731000,-23.32015305,18.72093023,14.87307419,-238628000,-178.21546354,39.53947368,28.42679159,-53.6273,23.39766187,-123.7173479,-548980000,-233.91309535,-1.59395625,-12.63627945,0.01592949,134.83529197,75344000,89304583.2,-1.26529878,-62.85340693,-139.03678833,7.07692308,7.97958774,7.9637404,-1.303333,-70.09441926,-105.86177009,-91.72932191,2.39126209,Health Services
AIRTP,"Air T, Inc. - Trust Preferred Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77883926,3.69169964,3.26646132,,,,,,Finance
ANEB,"Anebulo Pharmaceuticals, Inc.",25633200,,,0,,,0,,12.90659348,-72.49753703,-11783600,,10.80586081,-60.02051984,-0.4679,10.80751016,-71.88679884,-11732338,,-25.09257238,-19.14037562,,,0,65621037.1147541,-30.07066751,-78.09136003,,13.92813084,12.41077946,30.87965701,-0.116792,-86.11022364,-91.41517634,-91.41517634,10.91891849,Health Technology
BDSX,"Biodesix, Inc.",78614100,31.09540636,-29.89395663,38212000,46.66213691,-1.749965,21054000,55.09787501,38.91957862,-29.79800775,-47785000,-132.17313933,29.27234927,1.43925945,-1.5545,28.58517806,-51.6416043,-65447000,-171.27342196,22.08891283,-3.92360724,15.62861179,218.11825809,45020000,134430145.61963192,66.21977196,-55.37355567,-123.86946509,7.27272727,10.38132161,9.10982945,-0.1499,-86.48104048,-19496.75516224,-237.56874304,0.85310007,Health Services
CRVO,CervoMed Inc.,5674250,,,0,,100,0,,46.26325511,-0.17240849,-13730690,,48.37348397,38.03347235,-11.4705,48.36501169,35.29380541,-15591428,,-40.18086717,-14.72580705,,,0,51597091.67321799,46.73961176,-3.22249874,,6.56277461,10.64980001,8.74208097,-0.95,-58.28951646,-63.96188588,-63.96188588,10.71321802,Commercial Services
ZVSA,"ZyVersa Therapeutics, Inc.",23666915,,,0,0,0,-10400,,-12.15213924,-79.65643269,-18312870,,-1146.88304997,-435.6509472,-2.6579,-2115.4119838,-74.69499927,-14122625,,10422.90951487,-72.17332505,-29.44371472,-98.81160569,59625,5569971.89189189,91.61613949,5.48552134,,9.83606557,13.29886412,11.9226184,-0.16,-533.11726315,-3736.81573177,-3736.81573177,0.10640321,Health Technology
NVDS,AXS 1.25X NVDA Bear Daily ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88585735,3.7948741,4.30563078,,,,,,Miscellaneous
MBIO,"Mustang Bio, Inc.",7359220,,,0,18.64801865,-31.43972246,-3031000,,14.68020436,-13.52282782,-65283000,,3.14666667,0.75124251,-11.2428,2.74366501,-16.80729245,-77525000,,-26.16281857,-60.48473651,-91.58911158,1443.6301033,2648000,14440100.1904762,30.22237197,-17.56543458,,7.04733728,7.73898411,8.57540918,-1.113333,-94.78578193,-149.51578024,-113.04203592,1.75497512,Health Technology
RKDA,"Arcadia Biosciences, Inc.",616074,-7.95228628,46.84365782,9956000,-40.35087719,,154000,1.54680595,6.86582809,32.83693224,-16552000,-194.88750502,,6.90531144,-25.6528,,-4.8840382,-15376000,-154.43953395,-34.14545289,-11.87767182,-14.03607666,-38.76745598,1525000,3668909.7943038,-40.82442748,48.62525458,-131.74969867,9.77526671,7.61752242,6.81460453,-2.93,-50.71352296,-70.16004477,-67.10771405,4.93155708,Process Industries
BNED,"Barnes & Noble Education, Inc",52705400,22.75823931,3.17396008,1543208000,20.50792324,2.18417867,307276000,19.91150901,-71.40485313,24.22325581,3288000,-3.26171197,-8.87170155,-46.07341658,-1.9419,-8.94702703,-47.93267206,-101862000,-5.8410791,-8.4712562,9.18025366,28.4543303,-13.92825342,599734000,47782696.3773672,-215.61186415,,3.93116158,6.74418605,9.1400485,8.822705,0.435,-7.61393023,-67.78852678,-15.54833609,0.40211475,Retail Trade
VLCN,"Volcon, Inc.",6123023.8,-55.63275231,913.03331633,4546686,,5.4926792,-10059604,-221.25134659,11.11631225,20.01356161,-23034670,-705.20869486,-185.39257865,39.5385956,-7.0079,-215.47766009,14.67835016,-34235405,-752.97491404,55.39661651,22.05138122,45.25999097,720.74166374,30030837,9129626,39.42452976,-37.77279906,-749.82789663,13.84615385,19.95992016,33.14222633,-1.35,-271.32433548,,,0.26263794,Consumer Durables
PTIX,"Protagenic Therapeutics, Inc.",4330960,,,0,-1.11111111,,-30,,-54.71455628,14.07227787,-3462660,,-67.94948888,32.90963905,-0.8234,-68.44419131,21.38941227,-3555505,,-27.32842715,-9.7461379,6.82088473,8.10123323,394309,3897863.37209302,-311.94631955,28.69245804,,4.77299185,13.81507683,9.50846767,,-43.35943808,-50.53260979,-49.47123375,4.59517202,Health Technology
FNCH,"Finch Therapeutics Group, Inc.",1604760,-100,-95.3539823,861000,95.47619048,,-4646000,-539.60511034,46.07016915,-55.35157063,-71755000,-11047.61904762,89.14333416,-96.37941035,-72.117,89.13026478,-97.12173315,-114646000,-13315.44715447,-23.93021002,-15.41371457,-14.08883354,770.24106401,31044000,7221264.75644186,29.01558794,3.83144562,-9171.19628339,15.68965517,7.82694266,6.75306095,-5.67,-93.69083677,-147.89128598,-103.62625956,3.81190601,Health Services
ISUN,"iSun, Inc.",33068500,44.05207673,68.72698992,76453000,84.88745981,39.27033983,8901000.00000001,11.64244699,52.18390805,-9.26528053,-5309000,-23.87872288,32.01917954,-460.41697254,-3.817,16.21621622,-761.70789258,-53779000,-70.3425634,-34.15927802,2.02701714,-12.64401919,28.12473006,17666000,8511835.03902439,-436.10169492,0.08244135,-7.6726878,14.75265018,12.79521361,21.48244035,-0.04,-58.93923102,-117.64664934,-101.137021,0.79314654,Industrial Services
BIMI,BIMI International Medical Inc.,4384780,-56.28563132,-44.50940238,11830379,6.65885455,-19.6209474,1949950,16.48256577,,-75.62372173,,-84.12784578,85.59470265,99.74283079,-8.3886,76.18479184,36.11065586,-22352754,-183.45658241,-6.33091663,9.90901991,-58.94963351,-37.52524314,5179202,7015647.58169935,,-93.16281316,-97.35453108,7.74193548,7.908799,6.0558173,,,,,0.40924098,Distribution Services
TSLS,Direxion Daily TSLA Bear 1X Shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96882062,3.83054955,3.66446915,,,,,,Miscellaneous
TSLQ,AXS TSLA Bear Daily ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98745295,3.87141757,3.7310214,,,,,,Miscellaneous
DXCM,"DexCom, Inc.",387872000,17.50505732,18.84010619,2909800000,18.20746528,11.85591603,1875600000,64.45803835,93.46846847,48.78977427,609000000,13.44422297,131.16666667,57.78964017,0.7981,138.47736626,57.30751498,341200000,11.72589181,9.29195468,23.65525118,57.34552921,-0.59780342,3371600000,32639410738.434593,62.70136307,471.66979362,10.47151007,5.86755048,4.9430303,5.29698923,0.340677,5.9394755,16.41301104,7.90177486,2.21375079,Health Technology
NXTC,"NextCure, Inc.",27840000,,,0,2.16216216,-4.18604651,-4480000,,-13.22598835,-7.46859249,-68659000,,-10.75064711,-7.20369339,-2.6936,-10.95303181,-7.70150888,-74733000,,-23.38707681,-8.58866089,-5.72060246,,6823000,38419159.22727272,0,6.04321858,,4.54545455,6.85575863,7.68840161,-0.6575,-39.00820014,-41.68780783,-40.92349955,17.3016624,Health Technology
XPON,Expion360 Inc.,6910717,14.46054445,58.55757799,7162837,-8.3362837,29.85685979,2137092,29.83583181,11.41205281,-381.47187011,-5678910,-83.11530752,26.23233368,-67.68600683,-1.2283,25.21092128,-59.6434377,-7536540,-105.21724842,155.89458736,-16.40011833,-3.63182709,25.93735054,4198318,31858445.12471656,-48.20291427,-50.80835879,-84.84389635,7.69230769,8.06962872,8.61392907,-0.2,-37.30316759,-54.40831828,-40.47704025,3.10933719,Producer Manufacturing
RSSS,"Research Solutions, Inc",29596100,-3.70037939,14.48132018,37703452,-2.75786049,22.04810806,14648242,38.85119591,203.72529143,,169300,0.30940138,56.25,,0.0196,58.64838162,,571623,1.51610256,28.24135472,5.92539053,,,0,70142724.63436124,78.38289541,,8.84969366,5.23580786,4.92204755,5.72706567,-0.02,2.94188495,9.35997062,9.35997062,1.46863359,Commercial Services
NVDD,Direxion Daily NVDA Bear 1X Shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65046377,3.70828388,2.41941523,,,,,,Miscellaneous
NEP,"NextEra Energy Partners, LP",93432500,17.82178218,23.3197556,1211000000,435.29411765,-23.63636364,210000000,17.34104046,43.94904459,14.86697966,692000000,13.29479769,,217.42372881,5.6184,,248.17518248,477000000,39.38893476,21.47976391,4.05793262,21.44059869,-1.07967238,6491000000,2127449583.3629055,39.81191223,-185.49618321,-46.24277457,5.78341014,8.67247739,5.92528582,0.502306,0.70654622,4.39657716,1.70500057,1.16216216,Utilities
VGAS,"Verde Clean Fuels, Inc.",9387836,,,0,98.43425209,,0,,41.92606226,-1151.20851213,-11242590,,-30.2771855,-679.81651376,-0.17,-30.40867874,-679.23743903,-3698144,,1.98826473,-4.98445491,-1.33022123,,6059913,99490046.60869566,34.49775829,-131.41515863,,14.43042179,7.50247381,11.20769548,,-3.54444939,-4.28239938,-4.1668905,8.37243335,Process Industries
FIXX,"Homology Medicines, Inc.",57811100,-55.86034913,-90.55665126,3208000,-197.6744186,-97.50685717,609000,18.98379052,-12.36071906,-51.24356229,-123264000,-4154.6446384,-21.30852341,94.96593927,-0.0872,-21.49493829,94.77361012,-5005000,-156.01620948,7.91088272,-14.42483109,-1.29548813,23.15952202,28724000,62725020.54807692,10.13239665,-4.09065228,-3560.69201995,8.91089109,6.67785838,10.0847101,-0.43,-58.11660418,-73.35144288,-64.30303725,5.72544575,Health Technology
